what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494275894140
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494275894302
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494275895836
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494275897039
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494275897986
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494275898434
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494275942355
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494275944872
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494275946089
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494275946671
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494275966910
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494275967048
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276265430
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276372958
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276431334
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276433985
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276579583
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276580082
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276580883
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276584367
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276589103
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1494276590372
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494276594201
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276597333
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276600496
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601013
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601050
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601088
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601124
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601162
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601199
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601237
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601274
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601311
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601348
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601387
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601422
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601460
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601498
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601535
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601573
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601609
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601646
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601684
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601721
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601759
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276601945
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276602092
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276602245
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276602388
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276602538
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276602694
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276602846
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276603001
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276603169
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276603322
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276603529
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276603898
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1494276604253
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276609864
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276713582
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.project.properties",1494276713598
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1494276716552
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494276727159
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1494276758853
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1494276759000
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1494276759153
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1494276759318
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1494276775247
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276780062
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276808845
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1494276813476
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276820928
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276824392
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494276824693
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494276824793
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276828380
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276831135
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276831698
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276832752
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1494276834802
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276837539
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276839639
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494276840003
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494276840072
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276856835
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276858852
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276864305
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276870282
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1494276870798
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1494276874586
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deleteNextWord",1494276877370
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494276993244
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277003666
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277004035
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277017366
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277025196
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277049665
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277058063
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277065364
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1494277065449
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277081790
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277083365
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277086385
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277088313
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277093196
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277094065
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277096997
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277100595
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277136527
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277139601
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277140686
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277141733
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277152822
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277164261
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277165762
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277172760
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277175507
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277187522
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494277189138
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277189881
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277191495
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277191695
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277203966
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494277208003
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494277210334
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277210987
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277452896
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277453690
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277455165
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277455625
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277460375
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277463791
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277465648
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1494277468035
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494277468582
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1494277468866
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494277469535
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277472250
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277472699
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277479449
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277481690
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277481983
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277482883
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277483473
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277484684
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1494277485402
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277489787
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277499469
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277500399
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277501070
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277502700
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277503389
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277508887
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277517306
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277518860
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277519529
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277520292
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277521377
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277521729
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277541709
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277542344
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277545291
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277546028
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277740371
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277744333
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277751340
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277754125
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277755324
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277760188
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277761559
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277772692
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277772797
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277781811
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277795267
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1494277824085
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494277851768
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1494277852499
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277854669
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277871129
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.project.properties",1494277871129
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494277875236
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277881698
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277881813
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1494277888079
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494277889512
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494277945930
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277971747
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494277973209
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278025967
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278028180
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1494278049990
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278056891
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278070473
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278080326
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278115829
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278116475
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278116860
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278119718
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278127509
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278131485
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278132306
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278132686
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278134355
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278136785
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278148084
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278149485
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278150407
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278151906
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494278152279
